doc_name,country,type_of_sentence,quote,action,public_evidence,client_evidence,due_diligence_level,entity_type,role,business_type
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Verify and record the principal place of business of any client.,Where is the client's headquarters or principal place of business?,Client's Audited Annual Report,Client's Audited Annual Report,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"The firm must verify the identity any individuals who directly or indirectly own or control more than 25% of the company's capital or profit (10% for high risk clients). This can be through capital shares, voting rights, or as a partner in a partnership. The firm must also record and individuals who can control the client, for example hire of fire company directors. These individuals will be known as beneficial owners.",Are there any individuals who own more than 25% of the client through capital shares?,,Beneficial owner's government issued photo ID,"['Simplified Due Diligence', 'Client Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"The firm must verify the identity any individuals who directly or indirectly own or control more than 25% of the company's capital or profit (10% for high risk clients). This can be through capital shares, voting rights, or as a partner in a partnership. The firm must also record and individuals who can control the client, for example hire of fire company directors. These individuals will be known as beneficial owners.",Are there any individuals who own more than 25% of the client through capital shares?,,Beneficial owner's government issued photo ID,"['Simplified Due Diligence', 'Client Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Partnerships and unincorporated businesses that are based in low risk countries, have no associated risk factors, and have a media presence over the last five years, can have their identity verified through evidence of membership of a relevant professional or trade association (this does not include the verification of the beneficial owners).",Is the partnerships or unincorporated businesses based in a low risk country?,Major News Articles, Professional body's register,Evidence of registration with professional body,"['Simplified Due Diligence', 'Client Due Diligence']",['Partnership'],['Client']
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Partnerships and unincorporated businesses that are based in low risk countries, have no associated risk factors, and have a media presence over the last five years, can have their identity verified through evidence of membership of a relevant professional or trade association (this does not include the verification of the beneficial owners).",Is the partnerships or unincorporated businesses based in a low risk country?,Major News Articles, Professional body's register,Evidence of registration with professional body,"['Simplified Due Diligence', 'Client Due Diligence']",['Partnership'],['Client']
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"The firm must verify the identity any individuals who directly or indirectly own or control more than 25% of the company's capital or profit (10% for high risk clients). This can be through capital shares, voting rights, or as a partner in a partnership. The firm must also record and individuals who can control the client, for example hire of fire company directors. These individuals will be known as beneficial owners.",Are there any individuals who own more than 25% of the client through capital shares?,,Beneficial owner's government issued photo ID,"['Simplified Due Diligence', 'Client Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"The firm must verify the identity any individuals who directly or indirectly own or control more than 25% of the company's capital or profit (10% for high risk clients). This can be through capital shares, voting rights, or as a partner in a partnership. The firm must also record and individuals who can control the client, for example hire of fire company directors. These individuals will be known as beneficial owners.",Are there any individuals who own more than 25% of the client through capital shares?,,Beneficial owner's government issued photo ID,"['Simplified Due Diligence', 'Client Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"The firm must verify the identity any individuals who directly or indirectly own or control more than 25% of the company's capital or profit (10% for high risk clients). This can be through capital shares, voting rights, or as a partner in a partnership. The firm must also record and individuals who can control the client, for example hire of fire company directors. These individuals will be known as beneficial owners.",Are there any individuals who own more than 25% of the client through capital shares?,,Beneficial owner's government issued photo ID,"['Simplified Due Diligence', 'Client Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"The firm must verify the identity any individuals who directly or indirectly own or control more than 25% of the company's capital or profit (10% for high risk clients). This can be through capital shares, voting rights, or as a partner in a partnership. The firm must also record and individuals who can control the client, for example hire of fire company directors. These individuals will be known as beneficial owners.",Are there any individuals who own more than 25% of the client through capital shares?,,Beneficial owner's government issued photo ID,"['Simplified Due Diligence', 'Client Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Obtain evidence from a client email address or on letter headed paper that the person the firm is dealing with at the client is authorised to act on behalf of the client.,Has an email or letter headed paper confirming the person the firm is dealing with at the client is authorised to act on the client's behalf been collected?,,Client email, Client letter headed paper,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Account Authorised Signatory']
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Escalate to the Money Laundering Reporting Officer or delegate where there is any evidence that the identification documentation does not belong to the person who is presenting it as theirs, or any belief that the documentation is a forgery. The client must be given a risk rating of high.","Is there any evidence there is any evidence that the identification documentation does not belong to the person who is presenting it as theirs, or any belief that the documentation is a forgery?",,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']","['Client', 'Beneficial Owner', 'Account Authorised Signatory', 'Additional Borrower', 'Adult acting on behalf of a minor', 'Beneficiary', 'Borrower', ""Client's Clients"", 'Control party', 'Drawee', 'Drawer', 'Employee', 'Executor', 'Founder', 'Individual Starting the new business', 'Individual who act on behalf of the corporate trust', 'Investor', 'Legal Professional', 'Member', 'Organisation Senior Management', 'Payee', 'Payer', 'Pooled Account Individual', 'Protector', 'Referee', 'Secondary Cardholder', 'Settlor', 'Transferee', 'Trustee', 'Underlying Client']","['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Any documentation provided as evidence must be in a language understood by the location that business is conducted. If it is in a foreign language, a translated version of the document must also be provided. Translations can be conducted internally, but two sources must confirm the translation is correct.",,,,[],[],[],[]
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"For low risk clients who are individuals and on accounts that cannot receive or make payments to third parties, a payment from an account in their name from a regulated credit institution in a low risk country, will be sufficient to verify their identity. An explanation from the employee who manages the account will be needed to explain why they believe there is no risk in applying this approach to verification. If there are any risks associated with the client, this approach will not be deemed acceptable. This does not remove the requirement to verify the identity of beneficial owners where applicable.",Has the Relationship Manager explained why they believe there is no risk in using a payment from an account in the name of the client from a regulated credit institution in a low risk country as verification?,,,['Simplified Due Diligence'],"['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Record on the client profile all the countries the client has relations to through headquarters, operating facilities, branches, and subsidiaries.",What countries does the client operate in?,Client's website, Client's Audited Annual Report,Client email,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client']
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Simplified Due Diligence can only be performed on clients who are regulated by a financial regulator in a low risk country, or where the client relationship is through an intermediary that is regulated in a low risk country, or where the client is listed on an exchange in a low risk country, or the client is a supranational firm, government department, state-owned company or local authority.","Is the client regulated within the UK or the EU and subject to local law implementing the EU Fourth Money Laundering Directive (4MLD) (and supervised for compliance), in non-EU jurisdictions and subject to requirements in relation to CDD and record keeping which are equivalent to those laid down in 4MLD (and supervised for compliance), or in assessed low risk jurisdictions and applying equivalent CDD and record keeping requirements?",Client's Regulator's website,,['Simplified Due Diligence'],"['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Simplified Due Diligence can only be performed on clients who are regulated by a financial regulator in a low risk country, or where the client relationship is through an intermediary that is regulated in a low risk country, or where the client is listed on an exchange in a low risk country, or the client is a supranational firm, government department, state-owned company or local authority.","Is the client regulated within the UK or the EU and subject to local law implementing the EU Fourth Money Laundering Directive (4MLD) (and supervised for compliance), in non-EU jurisdictions and subject to requirements in relation to CDD and record keeping which are equivalent to those laid down in 4MLD (and supervised for compliance), or in assessed low risk jurisdictions and applying equivalent CDD and record keeping requirements?",Client's Regulator's website,,['Simplified Due Diligence'],"['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Verify and record the full name of the client.,What is the client's full legal name?,Client's Commercial register,Partnership Agreement, Client's Certificate of incoporation, Letter from Lawyer or accountant,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Private Individual', 'Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']","['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']",,,,,,,,,,,,,,,,,,,,,,,
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,The firm must document the identity of the board of directors or members of the equivalent management body or senior management of any corporate clients.,Who are the board of directors or members of the equivalent management body or senior management?,Major news articles, Client's Audited Annual Report, Client's website, Client's Commercial Register,Client email,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Client'],,,,,,,,,,,,,,,,,,,,,,,
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,The firm must take reasonable measures to understand the ownership and control structure of the client.,What is the client's ownership and control structure?,Client's Audited Annual Report,Notarised Ownership chart,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Verify the identity of all individuals who have the authority to give the firm instructions concerning the use or transfer of funds or assets on behalf of the client, or enter in to a relationship with the firm on behalf of the client.","What are the names of the individuals at the client who can act on behalf of the client in the relationship with the firm, for example signing the contract between the firm and the client?",,Account Authorised Signatory Government Issued Photo ID,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Account Authorised Signatory'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Obtain evidence from a client email address or on letter headed paper that the person the firm is dealing with at the client is authorised to act on behalf of the client.,Has an email or letter headed paper confirming the person the firm is dealing with at the client is authorised to act on the client's behalf been collected?,,Client email, Client letter headed paper,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Account Authorised Signatory']
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Simplified Due Diligence can only be performed on clients who are regulated by a financial regulator in a low risk country, or where the client relationship is through an intermediary that is regulated in a low risk country, or where the client is listed on an exchange in a low risk country, or the client is a supranational firm, government department, state-owned company or local authority.","Is the client regulated within the UK or the EU and subject to local law implementing the EU Fourth Money Laundering Directive (4MLD) (and supervised for compliance), in non-EU jurisdictions and subject to requirements in relation to CDD and record keeping which are equivalent to those laid down in 4MLD (and supervised for compliance), or in assessed low risk jurisdictions and applying equivalent CDD and record keeping requirements?",Client's Regulator's website,,['Simplified Due Diligence'],"['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Verify and record the nature of purpose of the client.,What is the nature and purpose of the client?,Sovereign Wealth Fund website, Government website,Constitutional document,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']","['Trust', 'Partnership', 'Club or society', 'Special Purpose Vehicle', 'Pension Fund', 'Parent Listed On A Regulated Market', 'Listed On A Regulated Market', 'Foundation', 'Legal Form Similar to Trust', 'Other Legal Structure', 'Private Limited By Shares', 'Government and Supranational', 'Fund', 'Charity', 'Money Service Business', 'Sovereign Wealth Funds', 'All Organisation Entity Types']",['Client']
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,Record the purpose of the transaction or relationship between the firm and the Sovereign Wealth Fund.,What is the purpose of the transaction?,,Client email,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Sovereign Wealth Funds'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Using Transparency International, understand the reputation of the country or Sovereign Wealth Fund client.",What is the reputation of the country or Sovereign Wealth Fund on the Transparency International website?,Transparency International website,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Sovereign Wealth Funds'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
JMLSG Part One June 2020 (amended July 2022),UK,KYC Profile Relevant,"Using Transparency International, understand the reputation of the country or Sovereign Wealth Fund client.",What is the reputation of the country or Sovereign Wealth Fund on the Transparency International website?,Transparency International website,,"['Simplified Due Diligence', 'Client Due Diligence', 'Enhanced Due Diligence']",['Sovereign Wealth Funds'],['Client'],"['Invoice Finance', 'Payment Service Provider', 'Other Business Type', 'Syndicated Lending', 'Trade Finance', 'Correspondent Relationships', 'Asset Finance', 'Investment Funds', 'Investment Management', 'Private Equity', 'Wholesale Markets', 'Credit Unions', 'Cryptoassets', 'Electronic Money Issuer', 'Life insurance', 'Consumer credit', 'Corporate Finance', 'Credit Cards', 'Financial Advisors', 'Wealth Management', 'Life assurance and life-related protection, pension and investment products', 'Loans', 'Motor Finance', 'Pensions Schemes', 'Pooled Client Accounts', 'Secondary Loan Market']"
